tier	owner	function	file
F_DEAD	PerpsNotificationManager	setVibrationEnabled	perps/PerpsNotificationManager.kt
F_DEAD	PerpsPerformanceAttribution	getBottomLayers	perps/PerpsPerformanceAttribution.kt
F_DEAD	PerpsPerformanceAttribution	getLayerStats	perps/PerpsPerformanceAttribution.kt
F_DEAD	PerpsPerformanceAttribution	getLayersNeedingAttention	perps/PerpsPerformanceAttribution.kt
F_DEAD	PerpsPerformanceAttribution	getSuggestedWeightAdjustments	perps/PerpsPerformanceAttribution.kt
F_DEAD	PerpsPerformanceAttribution	getTopLayers	perps/PerpsPerformanceAttribution.kt
F_DEAD	PerpsPositionSizer	getMarketStats	perps/PerpsPositionSizer.kt
F_DEAD	PerpsSandbox6463	leverageOf	engine/truth/PerpsSandbox6463.kt
F_DEAD	PerpsTradeHeatmap	getAvgPnl	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeHeatmap	getBestSetup	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeHeatmap	getBestTierForMarket	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeHeatmap	getBestTimeSlot	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeHeatmap	getColor	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeHeatmap	getHeatmapData	perps/PerpsTradeHeatmap.kt
F_DEAD	PerpsTradeVisualizer	clearAllHistory	perps/PerpsTradeVisualizer.kt
F_DEAD	PerpsTraderAI	getCurrentStreak	perps/PerpsTraderAI.kt
F_DEAD	PerpsTraderAI	getMaxLossStreak	perps/PerpsTraderAI.kt
F_DEAD	PerpsTraderAI	getMaxWinStreak	perps/PerpsTraderAI.kt
F_DEAD	PerpsTrailingStop	setGlobalConfig	perps/PerpsTrailingStop.kt
F_DEAD	PerpsUnifiedScorerBridge	openEntryCount	perps/PerpsUnifiedScorerBridge.kt
F_DEAD	PerpsUnifiedScorerBridge	openEntrySymbols	perps/PerpsUnifiedScorerBridge.kt
F_DEAD	PerpsUnifiedScorerBridge	reflexAbort	perps/PerpsUnifiedScorerBridge.kt
F_DEAD	PersistentLearning	findLatestBackup	engine/PersistentLearning.kt
F_DEAD	PersistentLearning	getStoragePath	engine/PersistentLearning.kt
F_DEAD	PersistentLearning	listBackups	engine/PersistentLearning.kt
F_DEAD	PersonaStudioActivity	customSoundFile	ui/PersonaStudioActivity.kt
F_DEAD	PersonaStudioActivity	hasCustomSound	ui/PersonaStudioActivity.kt
F_DEAD	PersonalityMemoryStore	getBio	engine/PersonalityMemoryStore.kt
F_DEAD	PersonalityQuoteBanks	forPersona	engine/PersonalityQuoteBanks.kt
F_DEAD	PersonalityVoiceRegistry	quietHours	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setBackupVoiceId	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setQuietHours	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setUseFlashForLive	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setUsePremiumForDemos	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setVoiceId	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setVoiceMode	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PersonalityVoiceRegistry	setVoiceSettings	engine/voice/PersonalityVoiceRegistry.kt
F_DEAD	PipelineHealthCollector	maxFrameGapMsNow	engine/PipelineHealthCollector.kt
F_DEAD	PipelineTracer	emitted	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	endLoop	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	executorSkipped	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	executorSuccess	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	fdgStart	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	filterPassed	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	filterRejected	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	getLoopAggression	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	queued	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	registryAdded	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	scannerFound	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	scannerRejected	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	strategySkipped	engine/PipelineTracer.kt
F_DEAD	PipelineTracer	strategyStart	engine/PipelineTracer.kt
F_DEAD	PortfolioAnalytics	calculateCorrelations	engine/quant/PortfolioAnalytics.kt
F_DEAD	PortfolioAnalytics	generateHeatMap	engine/quant/PortfolioAnalytics.kt
F_DEAD	PortfolioHeatAI	excess	v4/meta/PortfolioHeatAI.kt
F_DEAD	PortfolioHeatAI	isNewEntryAllowed	v4/meta/PortfolioHeatAI.kt
F_DEAD	PortfolioStore6405	findPosition	engine/truth/PortfolioStore6405.kt
F_DEAD	PositionCloseLedger	recordOf	engine/PositionCloseLedger.kt
F_DEAD	PositionCostBasisRepair6412	repairedPnlPct	engine/truth/PositionCostBasisRepair6412.kt
F_DEAD	PositionIdentity6395	canonicalId	engine/truth/PositionIdentity6395.kt
F_DEAD	PositionIdentity6395	laneAliases	engine/truth/PositionIdentity6395.kt
F_DEAD	PositionIdentity6395	laneOwner	engine/truth/PositionIdentity6395.kt
F_DEAD	PositionIdentity6395	walletFor	engine/truth/PositionIdentity6395.kt
F_DEAD	PositionLifecycleFormalization6617	lastDeltas	engine/truth/PositionLifecycleFormalization6617.kt
F_DEAD	PositionLifecycleFormalization6617	markReentryEligible	engine/truth/PositionLifecycleFormalization6617.kt
F_DEAD	PositionSizing	calculateGraduatedSize	engine/PositionSizing.kt
F_DEAD	PositionSizing	calculateKellySize	engine/PositionSizing.kt
F_DEAD	PositionSizing	calculateLiquidityBasedMax	engine/PositionSizing.kt
F_DEAD	PositionSizing	calculateScalingAmount	engine/PositionSizing.kt
F_DEAD	PositionSizing	shouldScale	engine/PositionSizing.kt
F_DEAD	PositionViewModelStore6395	canShowLockedPercent	engine/truth/PositionViewModelStore6395.kt
F_DEAD	PositionViewModelStore6395	getByMint	engine/truth/PositionViewModelStore6395.kt
F_DEAD	PositionWalletReconciler	unregisterSource	engine/execution/PositionWalletReconciler.kt
F_DEAD	PreEntryDecisionRecord6345	toCompactLine	engine/PreEntryDecisionRecord6345.kt
F_DEAD	PreSupervisorBudgetGuard6437	canRun	engine/truth/PreSupervisorBudgetGuard6437.kt
F_DEAD	PreSupervisorBudgetGuard6437	noteElapsed	engine/truth/PreSupervisorBudgetGuard6437.kt
F_DEAD	PreSupervisorBudgetGuard6437	noteSkip	engine/truth/PreSupervisorBudgetGuard6437.kt
F_DEAD	PreV3ReturnTelemetry6525	stampMint	engine/truth/PreV3ReturnTelemetry6525.kt
F_DEAD	PriceAggregator	clearPrune	perps/PriceAggregator.kt
F_DEAD	PriceAggregator	getSourceStats	perps/PriceAggregator.kt
F_DEAD	PriceDenomination6387	computeIdentityHash	engine/truth/CanonicalTokenPrice6387.kt
F_DEAD	PriceIntegrityAuthority6405	recordPairLiquidity	engine/truth/PriceIntegrityAuthority6405.kt
F_DEAD	ProfitabilityLayer	checkScaleOut	engine/ProfitabilityLayer.kt
F_DEAD	ProfitabilityLayer	confluenceMultiplier	engine/ProfitabilityLayer.kt
F_DEAD	ProfitabilityLayer	dynamicTargets	engine/ProfitabilityLayer.kt
F_DEAD	ProfitabilityLayer	isEvicted	engine/ProfitabilityLayer.kt
F_DEAD	ProfitabilityLayer	notePriceFetch	engine/ProfitabilityLayer.kt
F_DEAD	ProfitabilityLayer	streakMultiplier	engine/ProfitabilityLayer.kt
F_DEAD	ProjectSniperAI	getActiveMissionCount	v3/scoring/ProjectSniperAI.kt
F_DEAD	ProjectSniperAI	updateExtracted	v3/scoring/ProjectSniperAI.kt
F_DEAD	ProjectSniperPhantomGuard6846	allowJournalBuy	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	enforceLane6846	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampExecutor	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampFdgSealed	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampIntent	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampMarkAuthoritative	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampOpen	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampOwnerSelected	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampSized	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProjectSniperPhantomGuard6846	stampTicket	engine/truth/ProjectSniperPhantomGuard6846.kt
F_DEAD	ProofState6386	contributesToTruth	engine/truth/ProofState6386.kt
F_DEAD	ProofState6386	stateName	engine/truth/ProofState6386.kt
F_DEAD	ProtectiveExitScheduler6450	attemptUntrigger	engine/truth/ProtectiveExitScheduler6450.kt
F_DEAD	ProtectiveExitScheduler6450	latchTrigger	engine/truth/ProtectiveExitScheduler6450.kt
F_DEAD	ProvenanceAuthority6737	excludedEventIds	engine/truth/ProvenanceAuthority6737.kt
F_DEAD	ProvenanceAuthority6737	originOf	engine/truth/ProvenanceAuthority6737.kt
F_DEAD	ProvenanceAuthority6737	quarantineReasonOf	engine/truth/ProvenanceAuthority6737.kt
F_DEAD	ProvenanceAuthority6737	resetForTest6737	engine/truth/ProvenanceAuthority6737.kt
F_DEAD	ProviderAuthority	allowedRoles	engine/ProviderAuthority.kt
F_DEAD	ProviderAuthority	canFulfill	engine/ProviderAuthority.kt
F_DEAD	ProviderAuthority	chooseAuthority	engine/ProviderAuthority.kt
F_DEAD	ProviderAuthority	deviationPct	engine/ProviderAuthority.kt
F_DEAD	ProviderAuthority	isDegraded	engine/ProviderAuthority.kt
F_DEAD	ProviderCircuitBreaker6402	resetAuthTerminal	engine/truth/ProviderCircuitBreaker6402.kt
F_DEAD	ProviderCircuitBreaker6402	totalSkipEvents	engine/truth/ProviderCircuitBreaker6402.kt
F_DEAD	ProviderInferenceHealth6727	resetForTest6734	engine/truth/ProviderInferenceHealth6727.kt
F_DEAD	ProviderInferenceHealth6727	shouldReprobe	engine/truth/ProviderInferenceHealth6727.kt
F_DEAD	PumpPortalKillSwitch	armForSession	engine/sell/PumpPortalKillSwitch.kt
F_DEAD	PumpPortalKillSwitch	trippedAtMs	engine/sell/PumpPortalKillSwitch.kt
F_DEAD	PythOracle	isPriceFeedHealthy	perps/PythOracle.kt
F_DEAD	PythOracle	isTradable	perps/PythOracle.kt
F_DEAD	QualityLadder	targetWr	engine/QualityLadder.kt
F_DEAD	QuantMetrics	calculateCVaR	engine/quant/QuantMetrics.kt
F_DEAD	QuantMetrics	calculateCalmarRatio	engine/quant/QuantMetrics.kt
F_DEAD	QuantMetrics	calculateSharpeRatio	engine/quant/QuantMetrics.kt
F_DEAD	QuantMetrics	calculateSortinoRatio	engine/quant/QuantMetrics.kt
F_DEAD	QuantMetrics	calculateVaR	engine/quant/QuantMetrics.kt
F_DEAD	QuantMetrics	updateEquity	engine/quant/QuantMetrics.kt
F_DEAD	QuantMindV2	getKellyFraction	engine/quant/QuantMindV2.kt
F_DEAD	QuantMindV2	getOptimalLeverage	engine/quant/QuantMindV2.kt
F_DEAD	QuantMindV2	getOverallGrade	engine/quant/QuantMindV2.kt
F_DEAD	QuantMindV2	getRegimePerformance	engine/quant/QuantMindV2.kt
F_DEAD	QuantMindV2	getRegimeSharpe	engine/quant/QuantMindV2.kt
F_DEAD	QuantMindV2	getStrategyMetrics	engine/quant/QuantMindV2.kt
F_DEAD	QuantityInvariantAuthority6500	validateAndQuarantine	engine/truth/QuantityInvariantAuthority6500.kt
F_DEAD	RateLimiter	getAllUsage	engine/RateLimiter.kt
F_DEAD	RateLimiter	getEffectiveLimit	engine/RateLimiter.kt
F_DEAD	RateLimiter	getRetryAfterMs	engine/RateLimiter.kt
F_DEAD	RateLimiter	getUsage	engine/RateLimiter.kt
F_DEAD	RateLimiter	waitForSlot	engine/RateLimiter.kt
F_DEAD	ReEntryLockout	lockReason	engine/ReEntryLockout.kt
F_DEAD	ReEntryLockout	lockReasonAdaptive	engine/ReEntryLockout.kt
F_DEAD	ReconcilerCadenceAuthority6459	noteFullPass	engine/truth/ReconcilerCadenceAuthority6459.kt
F_DEAD	ReconcilerCadenceAuthority6459	noteQuickPass	engine/truth/ReconcilerCadenceAuthority6459.kt
F_DEAD	ReconciliationCoordinator6387	activeJobsCount	engine/truth/ReconciliationCoordinator6387.kt
F_DEAD	ReconciliationCoordinator6387	advance	engine/truth/ReconciliationCoordinator6387.kt
F_DEAD	ReconciliationCoordinator6387	tryBegin	engine/truth/ReconciliationCoordinator6387.kt
F_DEAD	RecoveredHoldGuard	graceRemainingMs	engine/RecoveredHoldGuard.kt
F_DEAD	RecoveryLockUnlocker	attemptOnce	engine/sell/RecoveryLockUnlocker.kt
F_DEAD	ReentryGuard	clearLockout	engine/ReentryGuard.kt
F_DEAD	ReentryGuard	getLockoutInfo	engine/ReentryGuard.kt
F_DEAD	ReentryGuard	getRemainingMinutes	engine/ReentryGuard.kt
F_DEAD	ReentryGuard	isSecondMoonHot	engine/ReentryGuard.kt
F_DEAD	ReentryRecoveryMode	recordReentryAttempt	engine/ReentryRecoveryMode.kt
F_DEAD	ReentryRecoveryMode	recordReentryOutcome	engine/ReentryRecoveryMode.kt
F_DEAD	RejectionTelemetry	topSession	engine/RejectionTelemetry.kt
F_DEAD	RejectionTelemetry	topWindow	engine/RejectionTelemetry.kt
F_DEAD	RejectionTelemetry	totalSessionCount	engine/RejectionTelemetry.kt
F_DEAD	RemoteKillSwitch	clearLocalKill	engine/RemoteKillSwitch.kt
F_DEAD	RemoteKillSwitch	getMaxPositionOverride	engine/RemoteKillSwitch.kt
F_DEAD	RemoteKillSwitch	isForcePaperMode	engine/RemoteKillSwitch.kt
F_DEAD	RemoteKillSwitch	localKill	engine/RemoteKillSwitch.kt
F_DEAD	ReportingHub	addBoundedSection	engine/ReportingHub.kt
F_DEAD	ResearchScout	latestFindings	engine/ResearchScout.kt
F_DEAD	ResearchScout	pendingRequests	engine/ResearchScout.kt
F_DEAD	ResearchScout	recordFinding	engine/ResearchScout.kt
F_DEAD	RiskExitPriorityDomain6461	laneStatsAgeMs	engine/truth/RiskExitPriorityDomain6461.kt
F_DEAD	RiskExitPriorityDomain6461	recordHighLatency	engine/truth/RiskExitPriorityDomain6461.kt
F_DEAD	RiskExitPriorityDomain6461	recordLowLatency	engine/truth/RiskExitPriorityDomain6461.kt
F_DEAD	RootCauseClassifier6471	lastResult	engine/truth/RootCauseClassifier6471.kt
F_DEAD	RootCauseFreshnessAuthority6496	isHistoricalOnly	engine/truth/RootCauseFreshnessAuthority6496.kt
F_DEAD	RootCauseFreshnessAuthority6496	lifetimeCount	engine/truth/RootCauseFreshnessAuthority6496.kt
F_DEAD	RootCauseTelemetry6441	attribute	engine/truth/RootCauseTelemetry6441.kt
F_DEAD	RootCauseTelemetry6441	subsystemBreakdown	engine/truth/RootCauseTelemetry6441.kt
F_DEAD	RouteResolver6411	resolveVenue	engine/truth/RouteResolver6411.kt
F_DEAD	RuggedContracts	getCount	engine/RuggedContracts.kt
F_DEAD	RunTracker30D	getFilterStats	engine/RunTracker30D.kt
F_DEAD	RunTracker30D	getTradeTrace	engine/RunTracker30D.kt
F_DEAD	RunTracker30D	isRunComplete	engine/RunTracker30D.kt
F_DEAD	RunTracker30D	recordExecutionFailure	engine/RunTracker30D.kt
F_DEAD	RunTracker30D	recordMissedTrade	engine/RunTracker30D.kt
F_DEAD	RunTracker30D	updateFromTrade	engine/RunTracker30D.kt
F_DEAD	RunnerAutoCompound6422	liveExtendedTierLift	engine/truth/RunnerAutoCompound6422.kt
F_DEAD	RunnerAutoCompound6422	paperExtendedTierLift	engine/truth/RunnerAutoCompound6422.kt
F_DEAD	RunnerAutoCompound6422	paperTotalLift	engine/truth/RunnerAutoCompound6422.kt
F_DEAD	RunnerCompoundingLadder6440	clampToLadder	engine/truth/RunnerCompoundingLadder6440.kt
F_DEAD	RunnerLedgerHealthGate6450	allowExpansion	engine/truth/RunnerLedgerHealthGate6450.kt
F_DEAD	RunnerQuoteProbe6395	clearProbes	engine/truth/RunnerQuoteProbe6395.kt
F_DEAD	RunnerQuoteProbe6395	executableNetLamports	engine/truth/RunnerQuoteProbe6395.kt
F_DEAD	RunnerQuoteProbe6395	recordQuote	engine/truth/RunnerQuoteProbe6395.kt
F_DEAD	RunnerQuoteProbe6395	selectBest	engine/truth/RunnerQuoteProbe6395.kt
F_DEAD	RuntimeDoctor	recentFaults	engine/RuntimeDoctor.kt
F_DEAD	RuntimeModeAuthority	publishUiMode	engine/RuntimeModeAuthority.kt
F_DEAD	RuntimeProviderAuthority6685	sanitizeRpc	engine/RuntimeProviderAuthority6685.kt
F_DEAD	RuntimeRegressionState	bumpBroadcastOnUnconfirmedBalance	engine/RuntimeRegressionState.kt
F_DEAD	RuntimeRegressionState	bumpLearningFromUnconfirmedClose	engine/RuntimeRegressionState.kt
F_DEAD	RuntimeRegressionState	bumpPumpRouteInvalidNotReResolved	engine/RuntimeRegressionState.kt
F_DEAD	RuntimeRepairState	clearPaperModeRequest	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	enableLane	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	enableScannerSource	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	resumeTrading	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	scannerCap	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	setScannerUserDisabled	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	shouldForcePaper	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	staleLocksClearedCount	engine/RuntimeRepairState.kt
F_DEAD	RuntimeRepairState	uiRebindGeneration	engine/RuntimeRepairState.kt
F_DEAD	RuntimeTune6833	accountingBoundaryViolations6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	assertForensicNotInSizingPath6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	evaluateHandoffChoke6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	expressAdmissionVerdict	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	markContractAllowsSizing6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	markContractHonoredCount6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	phantomSizedRejectedCount6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	recordExec6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	recordSized6833	engine/truth/RuntimeTune6833.kt
F_DEAD	RuntimeTune6833	recordTicket6833	engine/truth/RuntimeTune6833.kt
F_DEAD	SafetyProofDegradation6411	advisoryFloorLift	engine/truth/SafetyProofDegradation6411.kt
F_DEAD	SafetyProofDegradation6411	advisorySizeMultiplier	engine/truth/SafetyProofDegradation6411.kt
F_DEAD	SafetyProofDegradation6411	cachedProofTtlMs	engine/truth/SafetyProofDegradation6411.kt
F_DEAD	SafetyTier	clearLiquidityHistory	engine/TokenSafetyChecker.kt
F_DEAD	SafetyTier	getWhitelistedMints	engine/TokenSafetyChecker.kt
F_DEAD	SafetyTier	isWhitelisted	engine/TokenSafetyChecker.kt
F_DEAD	SafetyTier	recordLpLockPct	engine/TokenSafetyChecker.kt
F_DEAD	SameMintCandidateEpoch6402	trackedMintCount	engine/truth/SameMintCandidateEpoch6402.kt
F_DEAD	SameMintDedupAuthority6441	envelopeOf	engine/truth/SameMintDedupAuthority6441.kt
F_DEAD	ScalingMode	activeTiers	engine/ScalingMode.kt
F_DEAD	ScalingMode	liquidityInRange	engine/ScalingMode.kt
F_DEAD	ScalingMode	mcapInRange	engine/ScalingMode.kt
F_DEAD	ScannerCanonicalDedupe6411	shouldEnrich	engine/truth/ScannerCanonicalDedupe6411.kt
F_DEAD	ScannerFanoutDedupe6374	admitCount	engine/ScannerFanoutDedupe6374.kt
F_DEAD	ScannerFanoutDedupe6374	currentTtlMs	engine/ScannerFanoutDedupe6374.kt
F_DEAD	ScannerFanoutDedupe6374	setTtlMs	engine/ScannerFanoutDedupe6374.kt
F_DEAD	ScannerFanoutDedupe6374	skipCount	engine/ScannerFanoutDedupe6374.kt
F_DEAD	ScannerHydrationQueues6347	rejectWithTtl	engine/ScannerHydrationQueues6347.kt
F_DEAD	ScannerSourceBrain	avgPnlPct	engine/ScannerSourceBrain.kt
F_DEAD	ScannerSourceBrain	samples	engine/ScannerSourceBrain.kt
F_DEAD	ScannerSourceBrain	shouldSkipIntake	engine/ScannerSourceBrain.kt
F_DEAD	ScannerSourceBrain	tierCounts	engine/ScannerSourceBrain.kt
F_DEAD	ScannerSourceCircuitBreaker6363	skipsTotal	engine/ScannerSourceCircuitBreaker6363.kt
F_DEAD	ScannerSourceCircuitBreaker6363	tripsTotal	engine/ScannerSourceCircuitBreaker6363.kt
F_DEAD	ScoreComponent	hasFatal	v3/scoring/ScoreCard.kt
F_DEAD	SelectionQualityAuthority6829	laneSelectivityMultiplier	engine/truth/SelectionQualityAuthority6829.kt
F_DEAD	SelfHealingAdvisor	markApplied	engine/SelfHealingAdvisor.kt
F_DEAD	SelfHealingAdvisor	maybeAutoAdvise	engine/SelfHealingAdvisor.kt
F_DEAD	SelfHealingDiagnostics	clearPoisonedMemory	engine/SelfHealingDiagnostics.kt
F_DEAD	SelfHealingDiagnostics	manualClearMemory	engine/SelfHealingDiagnostics.kt
F_DEAD	SellAmountAuthority	canBroadcastLive	engine/sell/SellAmountAuthority.kt
F_DEAD	SellAmountAuthority	txParseCacheSize	engine/sell/SellAmountAuthority.kt
F_DEAD	SellExecutionLocks	heldCount	engine/sell/SellExecutionLocks.kt
F_DEAD	SellFailureHistory	totalRecorded	engine/sell/SellFailureHistory.kt
F_DEAD	SellIntentSeverity	isEmergencyBand	engine/sell/SellIntentSeverity.kt
F_DEAD	SellIntentSeverity	isEmergencyBand	engine/sell/SellIntentSeverity.kt
F_DEAD	SellOnlySafeMode	workerTimeoutStorm	engine/sell/SellOnlySafeMode.kt
F_DEAD	SellQtyBoundaryClamp6427	remainingQty	engine/truth/SellQtyBoundaryClamp6427.kt
F_DEAD	SellReconciler	isLiveAlive	engine/sell/SellReconciler.kt
F_DEAD	SellReconciler	reconcilePaperOnce	engine/sell/SellReconciler.kt
F_DEAD	SellSlippageProfile	tierForReason	engine/SellSlippageProfile.kt
F_DEAD	SemanticPatternGraph	querySimilar	engine/SemanticPatternGraph.kt
F_DEAD	SentienceHooks	llmVote	engine/SentienceHooks.kt
F_DEAD	SentienceHooks	nominatedPauseList	engine/SentienceHooks.kt
F_DEAD	SentienceLabRewardBridge6444	canonicalWLTrio	engine/truth/SentienceLabRewardBridge6444.kt
F_DEAD	SentientPersonality	fmtLayer	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	getLatestThought	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	onInsiderActivity	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	onLearningMilestone	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	onRegimeShift	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	onWhaleActivity	engine/SentientPersonality.kt
F_DEAD	SentientPersonality	quoteForPersona	engine/SentientPersonality.kt
F_DEAD	SentimentEngine	getSentiment	engine/SentimentEngine.kt
F_DEAD	ServiceWatchdog	cancelAlarm	engine/ServiceWatchdog.kt
F_DEAD	ServiceWatchdog	recoveryAction6487	engine/ServiceWatchdog.kt
F_DEAD	ShadowLearningEngine	addVariant	engine/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	getBestVariant	engine/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	getTopShadowMode	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	getTrackedTradesCount	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	getVolatilityPlayStats	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	openShadowShort	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	openShadowStraddle	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowLearningEngine	openShadowStrangle	v3/learning/ShadowLearningEngine.kt
F_DEAD	ShadowOutcome	isTracked	v3/shadow/ShadowTracker.kt
F_DEAD	SherpaTtsBridge	writeIntLE	engine/SherpaTtsBridge.kt
F_DEAD	SherpaTtsBridge	writeShortLE	engine/SherpaTtsBridge.kt
F_DEAD	SizingAuthorityReconciler6829	preferredAuthority	engine/truth/SizingAuthorityReconciler6829.kt
F_DEAD	SmartChartScanner	clearAllCaches	engine/SmartChartScanner.kt
F_DEAD	SmartMoneyDivergenceAI	hasBearishDivergence	v3/scoring/SmartMoneyDivergenceAI.kt
F_DEAD	SmartMoneyDivergenceAI	hasBullishDivergence	v3/scoring/SmartMoneyDivergenceAI.kt
F_DEAD	SmartSystemRuntimeRegistry	allSystems	engine/SmartSystemRuntimeRegistry.kt
F_DEAD	SnipeAgeGate	shuntToBackground	engine/SnipeAgeGate.kt
F_DEAD	SoftScoreShaping6400	lastShaping	engine/truth/SoftScoreShaping6400.kt
F_DEAD	SoftScoreShaping6400	sizeMultiplierFor	engine/truth/SoftScoreShaping6400.kt
F_DEAD	SolanaArbAI	checkTimeout	v3/scoring/SolanaArbAI.kt
F_DEAD	SolanaArbAI	closeArb	v3/scoring/SolanaArbAI.kt
F_DEAD	SolanaArbAI	executeArb	v3/scoring/SolanaArbAI.kt
F_DEAD	SolanaArbAI	scanForOpportunity	v3/scoring/SolanaArbAI.kt
F_DEAD	SolanaArbAI	updatePriceFeed	v3/scoring/SolanaArbAI.kt
F_DEAD	SolanaBlueChipWatchlist	infoFor	engine/SolanaBlueChipWatchlist.kt
F_DEAD	SolanaBlueChipWatchlist	isBlueChip	engine/SolanaBlueChipWatchlist.kt
F_DEAD	SolanaWallet	applyRoundRobin	network/SolanaWallet.kt
F_DEAD	SolanaWallet	awaitConfirmation	network/SolanaWallet.kt
F_DEAD	SolanaWallet	compactU16	network/SolanaWallet.kt
F_DEAD	SolanaWallet	finalized	network/SolanaWallet.kt
F_DEAD	SolanaWallet	getTokenAccountsChecked	network/SolanaWallet.kt
F_DEAD	SolanaWallet	getTokenAccountsWithDecimals	network/SolanaWallet.kt
F_DEAD	SolanaWallet	getTokenAccountsWithDecimalsStrict	network/SolanaWallet.kt
F_DEAD	SolanaWallet	markEndpointUnhealthy	network/SolanaWallet.kt
F_DEAD	SolanaWallet	mergeFrom	network/SolanaWallet.kt
F_DEAD	SolscanDevTracker	getRecentTransactions	network/SolscanDevTracker.kt
F_DEAD	SoundManager	playCircuitBreaker	engine/SoundManager.kt
F_DEAD	SoundManager	reloadCustomSounds	engine/SoundManager.kt
F_DEAD	SourceCohortAdvisory6727	advisory	engine/truth/SourceCohortAdvisory6727.kt
F_DEAD	SourceCohortAdvisory6727	recordWin	engine/truth/SourceCohortAdvisory6727.kt
F_DEAD	SourceCohortAdvisory6727	resetForTest6727	engine/truth/SourceCohortAdvisory6727.kt
F_DEAD	SourceCohortAdvisory6727	shouldThrottle	engine/truth/SourceCohortAdvisory6727.kt
